filename,artist,title,tempo mean,tempo std,swing ?,swing ratio median,swing ratio iqr,swing confidence,meter,ternary ?,beat by measure
classical.00060.wav,Erik Satie,La Belle Excentrique,120.51,3.52,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00061.wav,,,153.49,3.17,yes,2.30,0.818,0.30263157894736842,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00062.wav,,,93.02,5.51,no,,,,,no,[4 4 4 4 2 3 3 3 3 3 3 3 3]
classical.00063.wav,Franz Schubert,"Piano Sonata No.21 in B flat, D.960, Molto moderato",93.59,7.89,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00064.wav,Franz Schubert,"Piano Sonata No.21 in B flat, D.960, Andante sostenuto",92.12,10.30,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00065.wav,Franz Schubert,"Piano Sonata No.21 in B flat, D.960, Scherzo",83.17,3.74,yes,2.00,0.000,1.0,9/8,yes,[3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00066.wav,Franz Schubert,"Piano Sonata No.21 in B flat, D.960, Allegro ma non troppo",127.52,17.71,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00067.wav,Franz Schubert,"Fantasy In C Major, ""Wanderer"", Allegro Con Fuoco Ma Non Troppo",124.09,34.09,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00068.wav,Franz Joseph Haydn,"Symphony No. 26 in D minor, ""Lamentatione"", Allegro assai con spirito",165.80,2.74,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00069.wav,Franz Joseph Haydn,"Symphony No. 26 in D minor, ""Lamentatione"", Adagio",68.53,4.26,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
classical.00070.wav,Franz Joseph Haydn,"Symphony No. 26 in D minor, ""Lamentatione"", Minuet and Trio",159.76,4.68,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00071.wav,Franz Joseph Haydn,"Symphony No. 35 in B flat major, Allegro di molto",140.57,8.08,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00072.wav,Franz Joseph Haydn,"Symphony No. 35 in B flat major, Andante",117.30,3.42,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00073.wav,Franz Joseph Haydn,"Symphony No. 35 in B flat major, Minuet and Trio",129.00,3.47,yes,2.00,0.000,0.328125,9/8,yes,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00074.wav,Franz Joseph Haydn,"Symphony No. 35 in B flat major, Presto",160.78,4.73,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00075.wav,Franz Joseph Haydn,"Symphony No. 49 in F minor, Adagio",110.38,9.99,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00076.wav,Franz Joseph Haydn,"Symphony No. 49 in F minor, Allegro di molto",171.90,2.48,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00077.wav,Beethoven,"Piano Sonata No.8, ""Pathetique"", Grave",95.36,10.74,no,,,,,no,[4 4 4 4 4 4 4 3 4 4 4]
classical.00078.wav,Beethoven,"Piano Sonata No.8, ""Pathetique"", Adagio cantabile",65.46,6.73,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
classical.00079.wav,Beethoven,"Piano Sonata No.8, ""Pathetique"", Rondo, allegro",99.71,10.06,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00080.wav,Tchaikovsky,"Symphony 6, mvt. 1",52.62,16.86,no,,,,3/4,no,[3 3 3 3 3 3 3]
classical.00081.wav,Tchaikovsky,"Symphony 6, mvt. 2",145.08,3.86,no,,,,5/4,no,[5 5 5 5 5 5 5 5 5 5 5 5 5]
classical.00082.wav,Percy Grainger,Hill-Song No. 2,111.85,4.30,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00083.wav,Percy Grainger,Ye Banks and Braes o'Bonnie Doon,81.02,5.42,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
classical.00084.wav,Percy Grainger,Let's Dance Gay in Green Meadow,107.98,6.81,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00085.wav,Percy Grainger,Lads of Wamphray March,108.08,2.52,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00086.wav,Percy Grainger,Shepherd's Hey,100.45,3.71,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00087.wav,Percy Grainger,The Merry King,60.75,9.00,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3]
classical.00088.wav,Percy Grainger,Molly on the Shore,104.39,3.55,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
classical.00089.wav,Vivaldi,"The Four Seasons, Op. 8: Spring: Allegro I.",97.66,3.07,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00090.wav,Vivaldi,"The Four Seasons, Op. 8: Spring: Largo e pianissimo sempre II.",51.66,1.06,no,,,,3/4,no,[3 3 3 3 3 3 3]
classical.00091.wav,Vivaldi,"The Four Seasons, Op. 8: Spring: Allegro III.",88.42,8.99,yes,2.00,0.000,0.90476190476190477,12/8,yes,[4 4 4 4 4 4 4 4 4 4]
classical.00092.wav,Vivaldi,,139.40,10.27,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00093.wav,Vivaldi,,138.69,4.05,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
classical.00094.wav,Vivaldi,"The Four Seasons, Op. 8: Summer: Allegro non molto; Allegro I.",85.01,9.82,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00095.wav,Vivaldi,"The Four Seasons, Op. 8: Summer: Adaio; Presto II.",83.01,22.69,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
classical.00096.wav,Vivaldi,"The Four Seasons, Op. 8: Summer: Presto - Tempo impetuoso d'estate III.",133.12,5.44,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
classical.00097.wav,Vivaldi,"Violin Concerto in A minor Op. 3 No. 6, first movement",104.15,1.96,no,,,,2/4,no,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
classical.00098.wav,Vivaldi,"The Four Seasons, Op. 8: Autumn: Allegro I.",96.00,2.22,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
classical.00099.wav,Vivaldi,"The Four Seasons, Op. 8: Autumn: Adagio molto II.",86.85,6.95,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00000.wav,Faith Hill,Just To Hear You Say That You Love Me,85.53,13.34,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
country.00001.wav,Patty Loveless,That's the Kind of Mood I'm In,128.90,0.80,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00002.wav,,I Wish I Had A Nickel,163.90,1.35,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00003.wav,Garth Brooks,If tomorrow never comes,80.03,0.44,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00004.wav,Suzy Bogguss,Outbound Plane,117.51,0.86,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00005.wav,Shania Twain,You Win My Love,130.33,0.81,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00006.wav,John Anderson,Straight Tequila Night,111.66,1.04,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00007.wav,Travis Tritt,Best Of Intentions,50.70,0.66,no,,,,4/4,no,[4 4 4 4 4 4]
country.00008.wav,Vince Gill,Never Knew Lonely,66.30,0.25,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00009.wav,The Clark Family Experience,"Meanwhile, back at the ranch",96.64,0.58,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
country.00010.wav,Don Gibson,I Can't Stop Loving You,79.91,0.33,yes,1.92,0.010,0.97368421052631582,12/8,yes,[4 4 4 4 4 4 4 4 4]
country.00011.wav,Patsy Cline,"A Church, a Courtroom, and Then Goodbye",113.68,1.05,yes,1.79,0.633,0.27777777777777779,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00012.wav,Billy Joe Shaver,Music City,175.67,1.89,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00013.wav,Loretta Lynn,Let Your Love Flow,127.05,1.36,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00014.wav,Nina Martinique,Silver Threads And Golden Needles,137.48,1.55,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00015.wav,George Jones,White Lightening,148.01,4.86,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00016.wav,Johnny Cash,I Walk The Line,213.03,2.87,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00017.wav,Floyd Cramer,San Antonio Rose,175.45,1.41,yes,2.00,0.000,0.98837209302325579,12/8,yes,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00018.wav,Billie Jo Spears,I'm Gonna Be A Country Girl Again,172.06,1.85,no,,,,,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
country.00019.wav,Willie Nelson,Shelter Of My Arms,85.59,3.64,yes,2.02,0.070,0.61904761904761907,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00020.wav,Ray Peterson,Tell Laura I Love Her,103.47,0.75,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
country.00021.wav,Burt Bacharach,Raindrops Keep Falling on my Head,108.72,1.13,yes,1.66,0.000,0.67307692307692313,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
country.00022.wav,Karl Denver,Love Me With All Your Heart,61.99,1.99,yes,2.00,0.000,1.0,12/8,yes,[4 4 4 4 4 4 4]
country.00023.wav,Kenny Rogers,Today I Started Loving You Again,82.34,1.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00024.wav,Hank Williams,Your Cheatin' Heart,128.11,1.97,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00025.wav,Emmylou Harris,Love Hurts,71.82,2.96,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
country.00026.wav,Willie Nelson,Home Is Where You're Happy,107.85,1.83,yes,2.13,0.164,0.98113207547169812,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00027.wav,Billy Joe Shaver,Chicken On The Ground,93.06,1.09,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
country.00028.wav,Jerry Lee Lewis,Would You Take Another Chance On Me,89.28,2.91,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
country.00029.wav,Johnny Rodriguez,Ridin' My Thumb To Mexico,91.10,3.61,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
country.00030.wav,,,80.02,4.40,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00031.wav,,Come On Joe,110.57,0.90,yes,2.00,0.000,1.0,12/8,yes,[4 4 4 4 4 4 4 4 4 4 4 4]
country.00032.wav,Sonny Throckmorton,The Last Cheaters Waltz,97.87,2.24,yes,1.73,0.243,0.54166666666666663,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
country.00033.wav,The Kendalls,Teach me to cheat,90.83,0.57,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
country.00034.wav,Merle Haggard,Sally let your bangs hang down,273.39,9.80,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00035.wav,The Statler Brothers,Oh Baby Mine (I Get So Lonely),199.34,9.47,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00036.wav,Johnny Paycheck,Old Violin,113.31,5.04,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00037.wav,Larry Boone,Don't give candy to a stranger,97.80,1.12,yes,1.70,0.009,0.9375,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
country.00038.wav,,Our Last Night,155.50,3.19,yes,2.10,0.194,0.84210526315789469,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00039.wav,Wayne Toups & Zydecajun ,Johnnie Can't Dance,183.63,10.73,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00040.wav,Kentucky Headhunters,Dumas Walker,140.14,2.83,yes,1.99,0.157,0.82352941176470584,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00041.wav,Johnny Cash,Goin' By The Book,130.82,3.07,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00042.wav,Normaltown Flyers,Rockin' The Love Boat,205.23,3.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00043.wav,Sammy Kershaw,Cadillac Style,138.24,1.62,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00044.wav,Wesley Dennis,It Ain't Fair,79.21,4.15,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00045.wav,Shania Twain,Any Man Of Mine,78.90,4.15,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00046.wav,Jimmie Skinner,I Found My Girl In The USA,157.29,2.60,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00047.wav,,I Found My Girl In The USA,149.81,2.15,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00048.wav,Johnny Preston,Running Bear,118.27,2.93,yes,1.43,0.000,0.54385964912280704,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00049.wav,George Jones,Out Of Control,114.13,3.26,yes,2.31,0.299,0.9821428571428571,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00050.wav,Vince Gill,Never Alone,118.13,0.66,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00051.wav,Vince Gill,Never Knew Lonely,65.05,1.14,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00052.wav,Vince Gill,When I Call Your Name,71.14,2.20,yes,1.59,0.186,0.68571428571428572,3/4,no,[3 3 3 3 3 3 3 3 3 3 3]
country.00053.wav,Vince Gill,Liza Jane,180.81,1.70,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00054.wav,Vince Gill,Look At Us,75.53,0.98,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00055.wav,Vince Gill,Take Your Memory With You,131.94,2.12,yes,1.88,0.000,1.0,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00056.wav,Vince Gill,Pocket Full Of Gold,81.84,1.77,yes,1.85,0.116,0.65000000000000002,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3]
country.00057.wav,Vince Gill,The Heart Won't Lie,68.08,1.08,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
country.00058.wav,Vince Gill,Don't Let Our Love Start Slippin' Away,113.47,2.06,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00059.wav,Vince Gill,I Still Believe In You,68.41,0.83,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00060.wav,Vince Gill,No Future In The Past,70.01,0.92,yes,1.72,0.000,1.0,3/4,no,[3 3 3 3 3 3 3 3 3 3]
country.00061.wav,Vince Gill,Tryin' To Get Over You,60.67,1.12,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00062.wav,Vince Gill,One More Last Chance,176.21,3.24,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00063.wav,Vince Gill,I Can't Tell You Why,86.07,13.04,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
country.00064.wav,Vince Gill,I Will Always Love You,66.21,0.57,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00065.wav,Willie Nelson,Blue Eyes Crying In The Rain,119.67,4.92,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00066.wav,Willie Nelson,If You've Got The Money I've Got The Time,220.71,11.82,yes,1.28,0.332,0.68807339449541283,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00067.wav,Willie Nelson,Georgia On My Mind,64.04,3.08,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00068.wav,Willie Nelson,Blue Skies,83.44,1.84,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00069.wav,Willie Nelson,My Heroes Have Always Been Cowboys,113.33,3.55,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
country.00070.wav,Willie Nelson,On the road again,221.75,7.87,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00071.wav,Willie Nelson,Always On My Mind,72.30,1.51,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
country.00072.wav,Willie Nelson,City Of New Orleans,149.55,1.50,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00073.wav,Willie Nelson,Forgiving You Was Easy,151.21,1.62,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00074.wav,Willie Nelson,Living In The Promiseland,67.68,1.74,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
country.00075.wav,Willie Nelson,Midnight Rider,96.10,1.25,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
country.00076.wav,Willie Nelson,Remember Me (When The Candle Lights Are Gleaming),145.44,3.10,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00077.wav,Willie Nelson,Uncloudy Day,182.04,2.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00078.wav,Willie Nelson,Angel Flying Too Close To The Ground,68.39,2.60,no,,,,4/4,no,[4 4 4 4 4 4 4]
country.00079.wav,Willie Nelson,The Last Thing I Needed First Thing This Morning,82.39,2.73,yes,1.74,0.271,0.26829268292682928,9/8,yes,[3 3 3 3 3 3 3 3 3 3 3 3 3]
country.00080.wav,Willie Nelson,Nothing I Can Do About It Now,195.29,2.78,yes,1.82,0.293,0.25773195876288657,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00081.wav,Brad Paisley,Long Sermon,180.26,5.22,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00082.wav,Brad Paisley,Me Neither,233.85,1.94,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00083.wav,Brad Paisley,Who Needs Pictures,73.01,0.43,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00084.wav,Brad Paisley,Don't Breathe,173.39,1.68,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00085.wav,Brad Paisley,He Didn't Have To Be,72.96,0.53,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
country.00086.wav,Brad Paisley,It Never Woulda Worked Out Anyway,236.95,7.89,yes,1.35,0.380,0.077586206896551727,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00087.wav,Brad Paisley,Holdin' On To You,72.36,1.06,no,,,,4/4,no,[4 4 4 4 4 4 4 4]
country.00088.wav,Brad Paisley,I've Been Better,105.41,0.51,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
country.00089.wav,Brad Paisley,We Danced,73.22,1.76,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4]
country.00090.wav,Brad Paisley,Sleepin' On The Foldout,134.89,2.10,yes,2.00,0.000,0.80597014925373134,12/8,yes,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00091.wav,Brad Paisley,Cloud Of Dust,38.44,0.34,yes,1.99,0.010,0.78947368421052633,12/8,yes,[4 4 4 4]
country.00092.wav,Brad Paisley,The Nervous Breakdown,164.55,2.25,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00093.wav,Brad Paisley,In the Garden,86.22,3.06,no,,,,3/4,no,[3 3 3 3 3 3 3 3 3 3 3 3 3 3]
country.00094.wav,George Strait,I Just Want To Dance With You,114.02,1.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00095.wav,George Strait,One Step At A Time,90.05,0.91,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
country.00096.wav,George Strait,True,115.28,0.86,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00097.wav,George Strait,Remember The Alamo,37.72,0.25,yes,2.00,0.016,1.0,12/8,yes,[4 4 4]
country.00098.wav,George Strait,Maria,119.15,2.76,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
country.00099.wav,George Strait,We Really Shouldn't Be Doing This,146.88,2.37,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00000.wav,Boz Scaggs,Lowdown,115.05,0.75,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00001.wav,Gloria Gaynor,I Will Survive,233.84,1.39,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00002.wav,Archie Bell and The Drells,Look Back Over Your Shoulder,227.45,8.36,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00003.wav,Don Armando,Deputy of Love,126.42,0.90,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00004.wav,Carl Douglas,Run Back,120.94,0.79,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00005.wav,Odyssey,Native New Yorker,108.37,0.91,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
disco.00006.wav,Alec R. Costandinos,Romeo And Juliet ,123.83,0.84,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00007.wav,Miquel Brown,"So Many Men, So Little Time",129.31,0.76,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00008.wav,Ashford & Simpson,Found A Cure,121.49,1.05,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00009.wav,Osibisa,Get Up,129.10,0.75,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00010.wav,Cheryl Lynn,Encore,106.98,0.72,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00011.wav,Billy Ocean,Can You Feel It,94.03,0.96,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4]
disco.00012.wav,Carl Carlton,She's A Bad Mama Jama,112.27,1.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00013.wav,Donna Summer,Back Off Boogaloo,89.46,1.55,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
disco.00014.wav,Bee Gees,Staying Alive,103.40,1.28,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4]
disco.00015.wav,Heatwave,Boogie Nights,121.09,2.90,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00016.wav,"Earth, Wind & Fire",Sing a Song,122.71,1.68,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00017.wav,Ottawan,You're Ok,123.62,0.77,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00018.wav,,,124.10,1.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00019.wav,New York City,I'm Doing Fine Now,117.41,0.86,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00020.wav,Clarence Carter,Patches,80.54,3.19,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4]
disco.00021.wav,Gloria Gaynor,Never Can Say Goodbye,109.69,0.74,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00022.wav,The Gibson Brothers,Ooh! What A Life,120.16,0.60,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00023.wav,Latoya Jackson,Playboy (Be Me),114.58,0.75,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00024.wav,Ottawan,"Help, Get Me Some Help",127.86,0.90,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00025.wav,Evelyn Thomas,High Energy,124.09,0.77,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00026.wav,Latoya Jackson,(Baby) Do The Salsa,119.51,0.98,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00027.wav,The Sugarhill Gang,Rapper's Delight,111.25,0.80,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00028.wav,The Gibson Brothers,Better Do It Salsa,121.85,1.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00029.wav,Evelyn Thomas,Heartless,104.94,0.57,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00030.wav,The Gibson Brothers,Latin America ,136.30,0.80,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00031.wav,The Three Degrees,,123.78,1.03,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
disco.00032.wav,David Christie,Saddle Up,111.60,10.43,no,,,,4/4,no,[4 4 4 4 4 4 4 4 4 4 4 4 4]
