ID,DescEN
country.00084_15s,"This is a classic country music piece, highlighted by the brilliant performance of the fiddle. Along with the strength of the vocals, the fiddle colours the melody and gives it a unique charm. The bass provides stability and the drums support the rhythm. This piece is perfect for scenes depicting wide open spaces, natural landscapes and country life."
country.00085_15s,"This is a ballad country piece with emotional vocals. Acoustic guitars provide a subtle, pleasing sound with a rhythmic beat. A synthesiser joins in the middle of the song and adds a magical element. This musical piece is perfect for quiet evenings and sad scenes."
country.00089_15s,"The sentimental, mellow vocals of this country music piece will move you. Acoustic guitar arpeggios play a gentle rhythm while the piano layers beautiful harmonies in the middle of the song. A synthesiser is added to add a magical sound. This musical piece is perfect for scenes of sad love memories and lonely landscapes."
country.00090_15s,"This is a country music piece with male vocals. The fiddle plays exquisitely as a backing melody, enhancing the emotional impact. The electric guitar provides effective accompaniment in the lower register, creating a unique sound. The drums drive the rhythm with a powerful snare sound and inject energy. This musical piece is perfect for relaxed settings such as outdoor concerts or campfires with the great outdoors as a backdrop."
country.00095_15s,"This is country with laid-back male vocals: two acoustic guitars support the melody in a soft ensemble, creating a warm atmosphere. The piano adds a subdued but subtle tone, creating a peaceful mood. The vocalist expresses emotion with a stretched voice, which resonates with the listener. This piece is best listened to in a relaxing setting, such as an evening stroll or a moment in a café."
country.00099_15s,"This is high-energy country with lots of energy. The vocals and chorus sing powerfully, while the electric guitar's high-pitched lead builds the tension. The bass and drums groove the rhythm and add power to the whole piece. This musical piece is perfect for live concerts, dance parties and other lively occasions."
disco.00000_15s,"This is a fast-paced disco jazz music piece. The electric guitar makes its presence felt with long-range chord work, while the synthesiser melodies do an excellent job. The drums beat 16 beats and the fills in the middle are tasteful. This music is perfect for a party scene or a lively scene on the dance floor. It also matches chase and action scenes where a sense of urgency and speed is required."
disco.00002_15s,This music piece has a disco sound. The synth strings are effective and the vocals are energetic. The drums and bass are beat and the rhythms are precise and heavy. This music is ideal for dance parties and club scenes that create a lively atmosphere. It is also perfect for events and sports settings that require a lively and dynamic atmosphere.
disco.00004_15s,"This music piece has a disco sound. Vocals and chorus create extended harmonies. The synthesiser creates catchy melodies, while the drumming beats rhythmically. Effective tambourine sounds accentuate the rhythms and add further dynamism. This music is perfect for dance parties, club floors and other scenes of dancing and fun."
disco.00005_15s,This music piece features a powerful disco sound. The vocals are strong and the extended chorus parts are attractive. The rhythmic beat of the drumming and the effective tambourine sound combine perfectly to create a lively song. This music is perfect for a lively dance floor or party scene.
disco.00006_15s,"The piece has an energetic disco sound. The extended chorus part of the vocals is ear-catching and the effective dj scratching is shimmering. The bass and drums create a strong rhythm, and the music is reminiscent of disco music in its heyday. This music is the perfect soundtrack for the party scene and frenetic moments on the dance floor, where you can dance and have a good time."
disco.00007_15s,"This disco sound piece features rhythmic female vocals. The beat is precise, with a beat of a hammering synthesiser and bold ticks of piano that create a groove and a sense of humanity. The music is both subtle and groovy, and is perfect for loud and dynamic club scenes, dance events and other energetic party scenes."
disco.00009_15s,"This is a dynamic disco sound piece. Melodious female vocals and a rhythmic male chorus resonate with each other, and the groovy beat of Latin instruments such as congas and bongos resonate pleasantly. The guitars inject energy with dynamic playing, and overall the music is reminiscent of disco music in its heyday. It is the perfect soundtrack for frenetic dance parties and glamorous moments in the club scene."
disco.000011_15s,"This is a catchy disco sound piece. The vocals are captivating with their catchy, bendy singing style, while the guitar is all about rhythm and supports the overall groove. The bass is active and moving, while the drums create a simple but effective rhythm with rim shots and bass drums for a fast-paced feel."
disco.00012_15s,"This is a disco sounding piece with lively and boyish vocals. The bass directs the rhythmic character well, and the alternate, finely chopped rhythm guitar creates a unique groove. The chorus gives a breakthrough performance in the second half of the song. Fits energetic club and dance party scenes."
disco.00013_15s,"This is a powerful disco sound piece by a female vocal group. The vocalists showcase their strong, attractive voices, while the bass player moves smoothly around to support the groove. The drums provide powerful rhythms and the guitars accentuate the performance with effective cutting."
disco.00014_15s,"This is a classic piece of gorgeous disco sound. Powerful vocals and a long-toned chorus are the main attraction, while the guitar plays a classic riff. The brass instruments add sparkling embellishment, while the bass and drums play the classic 1970s disco sound. Ideal for dancefloors and clubs looking for a lively scene."
disco.00015_15s,"This disco sound piece is full of speed. It features a guitar riff and exquisitely intertwined bass, and the male vocalist adds an effective chorus to the progression of the female chorus. Fast drums tie the whole thing together. This song is ideal for a party or club scene where you can dance the night away."
disco.00016_15s,Dynamic disco sounding musical piece. The vocals and chorus play a fine game and the guitar cutting accompanies the melody. Strong drums and a soulful bass tie the performance together. This music suits energetic dance scenes and loud parties.
disco.00025_15s,"This is a digital disco music piece with soulful vocals at its heart. It features synthesiser effects with subtle rhythmic cutting, while the bass serves as a link between the vocals and the humanity of the synthesiser. The piece combines modern sounds with emotive vocals to create a lively dance floor or club atmosphere."
disco.00027_15s,"This disco sound piece features groovy bass, hi-hats and hand-clapped drums with dense rhythms. The rhythmic vocals intertwine with the individual rhythms, creating a unique groove. This music is ideal for creating a lively atmosphere on the dance floor or in a club. It is perfect for events where people are dancing and surrendering to the rhythm, or where energetic dance performances are taking place."
disco.00028_15s,"This music piece has a dynamic disco sound. It features a thick chorus and energetic vocals, with an arpeggiatic piano creating a brilliant sequence of sounds. The bass plays riffs, while the drums create powerful, detailed rhythms. This piece is perfect for the disco setting, with an energy and vibrant tone that makes you want to dance."
disco.00029_15s,"This music piece has a dynamic disco sound. The gorgeous female vocalist sings crisply, while the drums and Latin percussion instruments play in perfect harmony. Backing synthesisers provide the backing, creating an energetic atmosphere throughout. Serves as exciting background music for action scenes."
disco.00030_15s,"This is a fast-paced disco-metal piece. The unison of vocals and chorus creates an overwhelming sound pressure, dominated by the strong rhythm of guitar cutting and drums. The head-banging bass supports the core, inspiring the listener with powerful vocals and dynamic sound. This music is ideal for scenes that stir up a sense of struggle."
disco.00031_15s,"This disco music is characterised by vocal shouts and audience cheers. The synthesiser plays a light lead melody, while the bass creates a groove with an ostinato rhythm. Drums punctuate the dance rhythms with rhythmic patterns. This music is ideal for energetic and fun scenes such as dance floors, club party scenes, fashion shows and glamorous events."
disco.00032_15s,"This disco music features rhythmic vocals. A saxophone accompaniment adds a subtle accent, while a simple but bass-heavy bass and drums with a handclap sampler add to the rhythm. This music serves as background music for party scenes, festivals and night-time urban streets."
disco.00034_15s,"This disco music features transparent female vocals. The energetic singing and chorus harmonies captivate the audience. A simple but groovy bass supports the rhythm, while the drums provide a lively beat. Ideal for creating a lively atmosphere on the dance floor, at parties and clubs."
disco.00035_15s,"Disco music with strong vocal and chorus harmonies. The synthesiser plays a lively lead melody, while the bass guitar provides a simple groove. The drums tighten the song with detailed rhythmic patterns. The attractive sound creates a lively and fun atmosphere."
disco.00037_15s,"Disco music with powerful vocals. Synthesisers play chords and saxophones intertwine energetically. The bass supports the rhythm with heavy bass notes, while the drums create a groove with rhythmic patterns. It is perfect for lively performances at clubs and dance events, or for nocturnal scenes in the city at night."
disco.00043_15s,Danceable disco music. Vocals are glamorous and attractive. The piano is lightly rhythmic and the synthesizers catch the ear with their catchy phrases. The bass moves melodically and the Latin percussion creates a rhythmic groove. It creates a bright and positive atmosphere.
disco.00045_15s,"The bright, poppy melodies in the chorus make this disco music ear-catching. The guitars cut rhythmically with clean tones, while the bass develops the chord work with impressive patterns. The drums support the rhythm with a light timpales tone."
disco.00046_15s,"This disco music features powerful female vocals. The synthesiser provides a detailed rhythm, while the guitar adds cutting at key points. The drumming supports the rhythm with a powerful bass tone. It is perfect for dancing and enjoying in energetic scenes such as clubs and dance events."
disco.00048_15s,"This disco music features a bass that creates a groove with rhythmic phrasing and an exciting cutting guitar. The vocals are powerful, while the synthesisers play chords with transparent tones. Drums support the rhythmic backbone. This music is perfect for film and television dance scenes, fashion shows and other situations where energy and style are required."
disco.00049_15s,This disco music features a chorus and joyful vocals in unison. Synthesizers with ear-piercing leads and rhythmic bass create a lively atmosphere. Latin percussion adds an exotic element. Perfect for summer outdoor events and other fun-filled occasions.
disco.00052_15s,"This disco music features righteous vocals and catchy chorus choruses. The synthesiser plays the melody in a strong tone, punctuated by a rhythmic bass. A light conga rhythm also adds a Latin element."
disco.00053_15s,"Instrumental disco music. The synthesiser and bass play in unison, with the heavy bass taking the main part of the song. The drums are beat and punctuate short loops with a strong sound. This music can be used for thrilling scenes, such as car chase scenes in films and TV programmes."
disco.00054_15s,"This disco music is captivating with female vocals with a haunting atmosphere. A sophisticated piano provides the sound, while the heavy bass creates a groove. Rhythmic drums give the song movement and dynamism. This music is perfect for a night out in an urban club or lounge."
disco.00059_15s,"This is standard disco music with a lively feel. The vocals are accompanied by a lively performance and the chorus resonates. The synthesiser inserts effective phrases in between, while the bass drives the groove with a groovy bass sound. The drums create a sense of dynamism with a solid rhythm."
disco.00061_15s,"This disco music features a melancholy female vocal. The synthesiser makes full use of a decent sampler. A detailed wood block sampler also adds a dense rhythm. The bass creates a groove with a groovy bass sound, while the drums support the rhythmic backbone."
disco.00062_15s,"This disco music features vocals and choruses that support the key points in unison. The synthesiser, which plays lively leads and chords, adds energy to the music. The bass, responsible for the heavy bass riffs, creates a groove. This musical piece is ideal for energetic dancefloor dances and party scenes."
disco.00063_15s,"This disco music piece features vocal and chorus interplay. The intense beat creates a sense of dynamism and the bouncy lead of the synthesiser enhances the music. The bass guitar provides a heavy bass rhythm, while the drums use the backbeat to great effect. This musical piece can be used in situations where a retro atmosphere is desired, or in dynamic driving scenes."
disco.00066_15s,This disco music has a fast-paced feel. The vocals are strong and the interplay with the chorus is vibrant. The synthesiser plays heavy chords and the bass expands melodically. The drums support the whole with thick rhythms. This music works well as background music for exciting moments in sporting events or training sequences.
disco.00069_15s,"This disco music has an attractive retro sound quality. The vocals are engaging, and the phrases are coloured with synthesised vocals. The bass is full of groove, while the drums support the overall monotonous rhythm. Ideal for a retro mood on the disco dance floor."
disco.00071_15s,"Dynamic disco music. The vocals are interspersed with the chorus and the sampler is impressive with its game-like sound. The bass drives the rhythm with a heavy bass sound, while the drums create a powerful groove with strong rhythms."
disco.00072_15s,"Energetic disco music. The vocals are in unison with the chorus and are characterised by their energetic singing. The synthesiser supports the melody with a transparent tone. The guitar chops chords at key points to tighten the rhythm, while the bass is a low-pitched drive. The drums play a monotonous but solid supporting role. This music is perfect for scenes that express a sense of liveliness and activity."
disco.00073_15s,"This piece of disco music combines catchy loops and vocals. The beat-oriented synthesiser and heavy bass echoes through the music, creating a happy atmosphere. This is the kind of music that makes you want to dance at parties and clubs."
disco.00074_15s,"It has a powerful disco sound. The vocals have a breathy interaction with the chorus, and the occasional sampler creates a unique sound. The bass churns out a groovy melody and the drums are monotonous but consistent. Perfect for scenes that call for an energetic mood."
disco.00075_15s,"High-energy disco sound. The vocals and chorus are both powerful, while the synthesiser is clear and lively. The bass is full of drive and the drums create a sense of unity with powerful rhythms. Perfect for exciting scenes of action and sport."
disco.00079_15s,"Disco sound with strong rhythms. Female vocals are powerful and engaging. The synthesiser sounds dense with fine ticks, the bass is monotonous but present, and the drums boost the energy with strong fills. This music works well in powerful, vibrant settings such as club dance floors and fitness classes."
disco.00080_15s,"The disco sound is interwoven with emotive female vocals. The crystalline synthesiser sound is pleasant to the ear. A monotonous but groovy bass supports the rhythm, while the drums provide stability at a medium tempo. This music is perfect for classy, sensory-inspiring situations, such as a night on the town or a sophisticated cocktail party."
disco.00081_15s,"Dynamic vocals create a lively disco sound. Synthesisers add colour to the space with their long tones. Guitar cuts and saxophone melodies stand out, while the bass creates a groove with rhythmic slaps. The drums provide musical and varied rhythms. This music thrives in situations of heightened energy."
disco.00084_15s,"This instrumental piece of disco music features a tight snare and heavy swingy bass. The main melody is based on synthesizers and brass leads, and the groove-filled rhythms create an atmosphere that makes you want to dance. This music is ideal for lively party scenes and clubs."
disco.00085_15s,"This disco music piece is characterised by its irregular and impressive use of synthesiser sounds. The vocals are mesmerising, with rap elements woven into the small, lively rhythm. The rhythmic drum bass and slap bass create a groove."
disco.00086_15s,"The vocalist's powerful voice stands out in this disco music piece. The retro phrasing of the guitars creates an ear-catching melody, while the synthesiser layers the chords to create a unique atmosphere. A strong bass and rhythmic drums form the rhythmic backdrop and tighten the whole piece. This music is perfect for energetic and exciting scenes."
disco.00091_15s,"This disco music features a piano played in monotonous ticks and impressive leads. A rustic, short looped bass supports the groove, while drum fill-ins accentuate the rhythm. Vocal harmonies add a dramatic resonance and enhance the overall sound. This song has appeal when used in sophisticated settings such as night clubs, dance parties and fashion shows."
disco.00092_15s,"This disco music has catchy and soft vocals. It features synthesisers with estery tones, while the bass provides stability with a monotonous pattern. The fine hi-hats on the drums add lightness to the rhythm. This song is perfect for bright and lively scenes."
disco.00093_15s,"This disco music features vocals with distinctive shouts. The flute melody is ear catching, while the synthesiser adds a touch of glamour with its sparkling tone. A sturdy bass underpins the rhythmic foundation, while the drums are finely chopped and energised. Ideal for scenes with a glowing urban landscape at night."
disco.00096_15s,"This disco music features powerful vocals with harmonies and shouts. The synthesiser plays monotonous ticks with a pop tone, while the bass finely chops and supports the rhythm. Heavy, powerful drums tie the whole thing together."
disco.00098_15s,"This disco music is characterised by mumbled vocals, including choruses. The extended chorus provides harmony, while the synthesiser creates the rhythm with simple ticks. A groovy bass ties the whole thing together, while a fine snare adds precision to the drums. The music is appropriate for fashion shows and urban night scenes."
disco.00099_15s,"This disco music has an emotional murmur. The extended chorus creates grand harmonies, while the synthesiser briefly punctuates the rhythm. A groove-filled bass wraps the whole thing up, while a precision snare adds strength to the drums. This music is perfect for frenetic club scenes, passionate dance parties and scenes running through the city at night."
hiphop.00002_15s,"It is a hip-hop piece supported by aggressive bass and drums. The vocals are powerful in the style of rap, but with a rhythmic flow. The synths are backed by a small amount of synths, adding tension to the overall song. The aggressive bass adds strength to the rhythm, which increases the energy of the song."
hiphop.00003_15s,"This is a powerful piece of hip-hop, with the two vocalists rapping over each other, creating a dynamic energy. The bass, with its heavy bass, supports the song while adding groove. Samples of shouting are played back in fragments by the chops, adding a rhythmic element. This music is perfect for street and party scenes."
hiphop.00006_15s,"This is a rhythmic hip hop piece with male and female vocals shouting over each other. The bass has a full tone, giving the song depth and groove. Samples of metallic sounds can be heard embedded in the rhythm. Male and female rappers intertwine, creating a dynamic dialogue. This music is ideal for urban nightlife, club scenes and scenes where aggressive visual expression is required."
hiphop.00007_15s,"A female vocalist sings the melody and a male raps in this hip-hop piece. A striking element is the prominent string riff, which adds emotion and depth to the song. The bass is looped, providing groove and stability. Elements such as the power of the vocals, the melody and the DJ's scratching combine perfectly. It is well suited to dramatic situations such as urban night scenes."
hiphop.00008_15s,"This hip-hop piece is characterised by the vocalist's screeching rap and vigorous chorus. The guitars play thick chords at key points, giving the song strength and crispness. The drums are simple, but the high notes tighten the rhythm, while DJ sound effects and samples are meticulously incorporated to create a unique soundscape. It is perfect for energetic and intense scenes, parties and action movie battle scenes."
hiphop.00010_15s,"A dynamic hip-hop piece with intersecting male and female vocal sing-alongs. The drums and bass have a powerful tone, giving the song strength and groove. The scratchy sound is impressive. A variety of samplers give the songs a unique texture. The male/female vocal interplay creates tension and emotion. Ideal for urban street scenes and urban documentaries."
hiphop.00014_15s,"This is a rap-rock piece with a lot of energy. The distorted guitars are impressive and provide an energetic sound. The bass is an eight beat, creating a dynamic groove. The drums provide the backbone of the rhythm section with their powerful hi-hats. The vocal and chorus interaction conveys tension and passion and draws the audience in."
hiphop.00019_15s,"This hip-hop piece is characterised by vigorous dialogue. The double vocals interact powerfully, creating tension and excitement. In the performance, the bass provides an aggressive and effective loop, providing a heavy groove. The drums are finely chopped to enhance the rhythmic vibrancy. Ideal for battle scenes, sporting events and other situations where energy is required."
hiphop.00020_15s,"Hip-hop with a heavy rhythm. It features vigorous interplay between vocals and chorus, with a strong and impressive snare placed at key points on the drums. In the second half, the saxophone and vocals cross over and build up. This music matches the liveliness of a club party scene or the tension of an action film."
hiphop.00026_15s,"This is a pop hip-hop film. The female vocalist delivers catchy melodic raps, while the male chorus enlivens the raps. It features gorgeous piano melodies and groovy basslines, while the sampler-based female humming and diverse male voices create a unique atmosphere. The music is perfect for lively situations such as young people's daily life, romance and party scenes set in the city."
hiphop.00028_15s,"Rhythmic double-time style vocals, guitars and bass are heard playing synchronised melodic loops. This hip-hop piece features a chorus in unison with the vocals at key points. It is the perfect soundtrack for energetic and dynamic scenes, such as urban nightlife, underground events and street dance performances."
hiphop.00030_15s,"This hip hop piece has a dark image with intense drums and impactful bass riffs. The vocals and chorus create a sense of urgency, while the sampler weaves in screams and moans, creating an eerie atmosphere. The presence of the drums and DJ is prominent, adding tension to the rhythm. Suitable for scenes where it can be used to great effect, such as on a club's smoky dance floor."
hiphop.00031_15s,"Hip-hop song with core female vocals. The beautiful arpeggiated guitars and the harmonies created by the chorus are very attractive. In addition, DJ scratching is effectively placed in each scene. Strong drum and bass rhythms form the background and add power to the whole piece. The music is perfect for passionate club scenes and urban night scenes."
hiphop.00033_15s,"This is a heavy hip-hop track with synthesisers, bass, drums and DJ. The rhythmic synth leads are ear-catching, with an impressive shaky synth introduction and reverse cymbals. The chorus provides the back melody, while the vocalist raps. This music is ideal for tense scenes, action sequences and dark storytelling."
hiphop.00035_15s,"This is a hip hop track with a heavy feel. It features rhythmic rapping, with heavy bass shining through the monotonous looped phrases. The piercing snare of the drums gives it a unique sharpness. Synthesisers and choruses are also intricately incorporated, bringing a dynamic to the music as a whole. This music is the perfect choice for tough action scenes and tense, dramatic scenes."
hiphop.00036_15s,"The vocals and chorus of this hip-hop track synchronise with the vigorous rap. Rhythmic saxophone phrases support the rhythm, with a heavy bass presence. The drums feature fine hi-hats and a strong snare. They add energy and groove to the overall music. This music is perfect for aggressive action scenes and dynamic party scenes."
hiphop.00041_15s,"This hip hop track features dignified vocals and a slow-flowing chorus. The dog bark sampler is a unique element. The rhythmic bass creates a groove, while the drums support the strong rhythm. This music is perfect for quiet nighttime urban landscapes and introspective scenes, creating a unique atmosphere."
hiphop.00042_15s,"This hip-hop track echoes strong male vocals and a melodic female chorus. Simple drums provide the rhythm, while the rhythmic bass supports the whole track. The contrast between strength and melody is appealing. This music is perfect for scenes of self-expression and passion. It matches street performances, dance battles, artist appearances and other scenes where strength and heightened emotion are required."
hiphop.00043_15s,"This hip-hop track features languid male vocals. Clean-toned guitar riffs combine with a sampler of animal noises and rhythmic drums support the song. Ideal for scenes that evoke the atmosphere of an urban landscape or street corner at night. It is perfect for night-time driving, slow-motion footage of city streets, dark club scenes and other scenes that create a somber and enigmatic atmosphere."
hiphop.00045_15s,"This hip-hop track features rap female vocals and a melodious female chorus. A handclap sampler creates a light rhythm, which goes well with the rhythmic bass and scratching. It is ideal for lively scenes and entertainment videos, such as urban street scenes, parties and clubs. The music is effective in enlivening dancing and lyrical scenes."
hiphop.00046_15s,"Hip hop music. It features a synth lead that echoes in between the rhythmic, bass-heavy bass. The male vocalist raps strongly and the saxophone and brass instruments that ring out in the second half of the song and the melodious male chorus are in harmony. This music is perfect for dynamic scenes in urban cities, club scenes and sporting events. The music is lively and energetic and enlivens the listener."
hiphop.00047_15s,"This hip hop music has a mysterious atmosphere. It features a synth lead, which creates a mysterious sound. The male vocalist delivers a powerful rap, while the flowing bassline tightens the entire song. This music is appropriate for scenes in films and dramas where mysterious places are explored or tense action scenes. This music creates a mysterious world that draws the listener in."
hiphop.00049_15s,"This hip-hop song features a strong rhythm. The male vocalist delivers a hot rap and the shout-like chorus adds energy to the song. Dynamic drums create a groove and the heavy synth lines are impressive. This music is perfect for action scenes, sporting performances and other scenes that require strength and passion."
hiphop.00050_15s,"This hip-hop song features a slightly languid male vocalist. His vocals are followed by rhythmic rapping, which is softly echoed by the wood bass. The sampler with chops also creates a unique impact. This music is perfect for mature atmospheric scenes, such as cityscapes with urban nightscapes or night-time driving scenes."
hiphop.00053_15s,"The sharp sound quality of the synthesiser melody is impressive in this hip-hop song. The hammering slap bass creates a groove and the dynamic drums increase the energy. In the second half, vocals cut in to add further appeal. This music is perfect for urban night street scenes and action scenes where tension and intensity are required."
hiphop.00056_15s,"This hip-hop song features shouted vocals and a chorus. A sharp, screaming, brassy sampler adds accents, while a short loop of bass supports the rhythm. A strong drum beat pulls the whole thing together. This music is perfect for energetic and uplifting scenes, such as frenetic live performances or club scenes."
hiphop.00058_15s,"This hip hop song features heavy bass and drums. The vocals and chorus with radio-filter effects create a cool atmosphere. The drums are heavy and powerful, with a sharp snare and long sustain bass drum tightening the rhythm. The bass drum is synchronised with the bass drum and the heavy bass adds power. This is perfect for scenes that take place in the city's shining nightlife or in underground scenes."
hiphop.00059_15s,"This hip-hop song features light guitar arpeggios, heavy bass drums and bass. The sing-along rap delivers a passionate message. The guitar plays light arpeggios and plays a part in the rhythm. The drums and bass effectively sound heavy bass and create a groove. This music matches the vibrant scenes of urban streets and young people."
hiphop.00060_15s,This hip-hop song features a loose airy male rap and a chorus of choruses. Impressive synthesiser phrases criss-cross and bass-heavy bass echoes. Solid drums support the rhythm. This music is perfect for parties and street performances in urban streets and underground scenes.
hiphop.00061_15s,"This hip-hop song features powerful rapping by men in unison and a screaming chorus. Guitars punctuate the groove with short loops, as does the bass, which is heavy and bass-heavy. Simple drums support the rhythm. Ideal for action scenes, sporting events, hot clubs and parties where energy and excitement are required."
hiphop.00062_15s,Down-tempo hip-hop piece. A perfect balance of languid rap and pleasant choruses. The guitars support the melody with clear tones and crisp riffs. Bass-heavy drums and a strong snare add rhythmic depth. It is perfect for scenes that reflect the urban landscape at night.
hiphop.00064_15s,This hip-hop piece features a melodious bass. The crisp rap is impressive and the guitar creates a unique atmosphere with its dissonant chord work. Bass-heavy drums and a fine snare add dynamism to the rhythm. This music is ideal for the twilight scene of an urban night.
hiphop.00066_15s,"This hip-hop piece is characterised by low-pitched rap. Impressive guitar riffs catch the ear, while clear-sounding synthesiser chords resonate. Rhythmic drums punctuate the dense rhythms. This music is perfect for dark backstreets and underground club scenes."
hiphop.00067_15s,This hip-hop piece features rhythmic rapping and low-pitched choruses. The synthesiser riffs of the habitual leads stand out and are supported throughout by strong rhythmic drums. This music is ideal for street dance and live performance scenes in the city.
hiphop.00068_15s,"This hip-hop piece features sharp rap and background vocal interplay. Scratching is used to great effect, with mid-tempo drums and low bass creating a groove. It is perfect for the energetic moments of underground street scenes and live events."
hiphop.00069_15s,"This hip-hop piece is woven in rotation, with sharp raps crossing over each other. The rhythm is driven by the drums, which use the echo of the hi-hat to great effect. This music is perfect for underground live battles and rousing moments in the street scene."
hiphop.00070_15s,"This hip-hop piece features sharp rap and backing vocals. The bass creates a tight groove with low, short riffs, while the drums, with their effective ride cymbal echoes, drive the rhythm. It creates a lively atmosphere in urban nightclubs and underground street parties."
hiphop.00072_15s,"This hip-hop piece features background vocals and rap interplay. The melodious bass and long-toned synthesisers are complemented by a guitar backing with delay effects, creating a magical atmosphere. The music resonates in urban nightlife and underground clubs, drawing the listener into the world of hip-hop."
hiphop.00074_15s,"This hip-hop piece is characterised by sharp rap. The bass supports the rhythm with short loops, while strong drums hammer out the rhythm. The musical piece exudes strength and energy, while the conga sound creates a unique accent and creates its own atmosphere. It is well suited to performances in the urban nightlife street and club scene."
hiphop.00075_15s,"This is a hip-hop piece in which the vocalist raps in rotation and is joined by chorus accompaniment. The bass guitar lays down the rhythm with a subdued bass sound, while the drums create the groove with a strong snare. The combination of the vocals and the rhythms is characteristic and creates strength and dynamism. This music will resonate and excite listeners in frenetic situations such as clubs and live events."
hiphop.00076_15s,"This hip-hop piece features powerful rap vocals and female chorus melodies. The guitars play melancholy phrases, while the bass guitar churns out a rhythmic groove. The drums are used to great effect with strong rhythms and handclap samplers. The combination of vocals, melody and rhythm creates a haunting atmosphere. This music will add vibrancy to urban nightlife, underground clubs and passionate parties."
hiphop.00077_15s,"This hip-hop piece features rhythmic rapping by the vocalist and backing vocals. Synthesisers play echoing, spacey sounds and intense scratching bursts in. The bass echoes with long notes and the drums create a groove with rhythmic bass drums. This music is played in urban nightlife and underground clubs and is ideal for energetic and vibrant scenes."
hiphop.00078_15s,"The male raps are powerful and accented by rhythmic female backing vocals. The crisp guitar backing expresses the sharp energy of the city, while the rhythmic bass drum punctuates its pulse. This music will create a vibrant and lively atmosphere in hip party scenes and on the dance floor."
hiphop.00080_15s,"The rap with powerful vocals takes centre stage in this hip-hop piece. Scratching adds a unique texture, while the synthesiser uses tones to create a sense of urgency. Drums create a sense of dynamism with detailed rhythms. The music provides an appropriate soundtrack for scenes of struggle and challenge."
hiphop.00082_15s,"Rhythmic rap music takes centre stage in this hip-hop piece. It features ambient sounds interwoven with background sounds reminiscent of the hustle and bustle of an urban environment, while the synthesiser builds the melody with single notes. The drums groove with detailed rhythms. This music is perfect for vibrant urban scenes, such as urban streets or underground clubs."
hiphop.00084_15s,"The vocals are subjected to radio-quality effects, various human voices are sampled and mechanical sounds are effectively incorporated into this hip-hop piece. Drums form the groove with rhythmic bass drums. The sound is cyberpunk-like, combining sonic experimentation with modern technology and urban dynamism."
hiphop.00086_15s,"The vocals are radio-effect rap, with a distant chorus melody that sounds like it is coming from far away. Mechanical samplers and scratches are also used, while the drums are synchronised with rhythmic bass and bass. This hip-hop production combines a contemporary urban feel with a cutting-edge sound."
hiphop.00087_15s,"This hip-hop piece is characterised by sharp vocal shout-outs. Electronic samplers and scratching are used to great effect, and rhythmic drum and bass beats are looped. The powerful sound creates a dynamic development and enlivens the listener. This music works well in exciting scenes such as clubs and action scenes."
hiphop.00088_15s,"This is a hip-hop piece with rhythmic rap. Keyboards play electronic chords, whistle samplers and scratching are incorporated as distinctive elements. Light guitar cuts accentuate the music and give it a lively feel. This music will work well in urban street and party scenes and will bring out the energy of young people."
hiphop.00090_15s,"This hip-hop piece features vocals and backing vocals rapping over each other. Keyboards provide backing, and high frequency scratching is incorporated as a striking element. The guitar and bass also play short loops, creating a groove. This music works well in urban streets and clubs and is suitable for expressing passion and vibrancy."
hiphop.00092_15s,"This hip-hop piece features vocals and backing vocals running alongside powerful rap. The bass-heavy bass supports the groove and the powerful drums drive the rhythm. This music is ideal for scenes that require energy and intensity, such as sports and action scenes."
hiphop.00094_15s,"This hip hop piece features energetic rap. The vocals and backing vocals work beautifully together to create the rhythm. Strong drums and bass provide a robust sound and enhance the power of the music. The interaction between the aggressiveness of the vocals and the rhythm. This music is ideal for sporting events, club scenes, driving and other occasions where liveliness and excitement are required."
hiphop.00095_15s,"This hip-hop piece features high-speed scratching and a variety of samplers. Momentary sound fragments of scratching and samples from various sources can be heard. The melody of the chorus plays an ear-catching phrase, while the rhythmic bass creates a groove and supports the backbone of the song. This music is ideal for urban streets, party scenes, dance battles and other lively and energetic situations."
hiphop.00098_15s,"This hip-hop piece features rap by rotation. There are several vocal artists, who take turns releasing lyrics and building up the rhythm. The rhythmic interplay between the choruses gives the whole song a sense of unity and dynamism. A heavy bass bass gives a strong presence and emphasises the groove of the song. Perfect for live events, club parties, street battles and other lively and exciting scenes."
jazz.00003_15s,Jazz rubato performance with piano. The drums fill the space with a percussive performance in contrast to the piano. The strong and weak suspension by the cymbals is impressive. This music suits a calm space.
jazz.00004_15s,"Slow jazz with tenor saxophone, piano, bass and drums. The tenor saxophone melody is backed by a piano with few notes, while the slow bass line and brushed drum rhythm support the beat and create a swinging feel. This music is suitable for lounges and other calm spaces."
jazz.00006_15s,"Medium tempo jazz with tenor sax, piano, bass and drums. The calm tenor saxophone melody is backed by a light piano, and the simple four-beat bass line and brushed drums create a swing feel. The music is played over major chords and suits when you want to lift your spirits."
jazz.00009_15s,"Medium slow Jazz with alto flute, piano, bass and drums. The rhythm is supported by a relaxed alto flute mellow phrase, a two-beat bass line and a subdued swing with brushes on the drums. The overall sound is rounded, making this music suitable for when you want to calm down."
